"Gene.name" "Chromosome.scaffold.name" "Gene.start..bp." "Gene.end..bp." "p_values" "p_values_BH" "p_values_bf"
"ENSG00000131759" "RARA" 17 40309180 40357643 0.324249220884105 1 1
"ENSG00000131771" "PPP1R1B" 17 39626740 39636626 0.285104055600083 1 1
"ENSG00000131773" "KHDRBS3" 8 135457456 135656722 2.09465526761758e-12 2.00420912734404e-10 3.90820779832087e-08
"ENSG00000131778" "CHD1L" 1 147242654 147295765 1 1 1
"ENSG00000131779" "PEX11B" 1 145911350 145918717 1 1 1
"ENSG00000131781" "FMO5" 1 147175351 147243050 0.0136419995326862 0.0859326223095404 1
"ENSG00000131788" "PIAS3" 1 145848522 145859836 1 1 1
"ENSG00000131791" "PRKAB2" 1 147155106 147172550 1 1 1
"ENSG00000131808" "FSHB" 11 30231014 30235261 1 1 1
"ENSG00000131844" "MCCC2" 5 71579531 71658706 1 1 1
"ENSG00000131845" "ZNF304" 19 57351271 57359898 1 1 1
"ENSG00000131848" "ZSCAN5A" 19 56219670 56368383 1 1 1
"ENSG00000131849" "ZNF132" 19 58432814 58440153 0.272128998562218 1 1
"ENSG00000131864" "USP29" 19 57119138 57131926 1 1 1
"ENSG00000131871" "SELENOS" 15 101270531 101277500 1 1 1
"ENSG00000131873" "CHSY1" 15 101175727 101252048 1 1 1
"ENSG00000131876" "SNRPA1" 15 101281510 101295282 1 1 1
"ENSG00000131899" "LLGL1" 17 18225635 18244875 1 1 1
"ENSG00000131910" "NR0B2" 1 26911489 26913975 1 1 1
"ENSG00000131914" "LIN28A" 1 26410817 26429728 1 1 1
"ENSG00000131931" "THAP1" 8 42836674 42843325 1 1 1
"ENSG00000131941" "RHPN2" 19 32978592 33064888 0.543617453928273 1 1
"ENSG00000131943" "C19orf12" 19 29698937 29715789 1 1 1
"ENSG00000131944" "FAAP24" 19 32972209 32978229 1 1 1
"ENSG00000131951" "LRRC9" 14 59919713 60066817 1 1 1
"ENSG00000131966" "ACTR10" 14 58200080 58235636 1 1 1
"ENSG00000131969" "ABHD12B" 14 50872053 50904970 1 1 1
"ENSG00000131979" "GCH1" 14 54842008 54902826 0.00029428414079822 0.00312685278987083 1
"ENSG00000131981" "LGALS3" 14 55124110 55145423 0.944361459475485 1 1
"ENSG00000132000" "PODNL1" 19 13931187 13953392 1 1 1
"ENSG00000132002" "DNAJB1" 19 14513789 14560391 1 1 1
"ENSG00000132003" "ZSWIM4" 19 13795443 13832254 1 1 1
"ENSG00000132004" "FBXW9" 19 12688053 12696631 1 1 1
"ENSG00000132005" "RFX1" 19 13961530 14007039 1 1 1
"ENSG00000132010" "ZNF20" 19 12092843 12140355 1 1 1
"ENSG00000132016" "BRME1" 19 13882348 13906452 0.0107810833745529 0.070357976076393 1
"ENSG00000132017" "DCAF15" 19 13952509 13961449 1 1 1
"ENSG00000132024" "CC2D1A" 19 13906201 13930879 1 1 1
"ENSG00000132026" "RTBDN" 19 12825478 12835428 0.0216000451732943 0.12653489571219 1
"ENSG00000132031" "MATN3" 2 19992052 20012668 0.556471826576397 1 1
"ENSG00000132109" "TRIM21" 11 4384897 4393702 1 1 1
"ENSG00000132122" "SPATA6" 1 48295373 48472208 0.000324572466771772 0.00339645153394712 1
"ENSG00000132128" "LRRC41" 1 46261196 46303616 1 1 1
"ENSG00000132141" "CCT6B" 17 34927859 34981078 1 1 1
"ENSG00000132153" "DHX30" 3 47802909 47850195 1 1 1
"ENSG00000132155" "RAF1" 3 12582101 12664201 1 1 1
"ENSG00000132164" "SLC6A11" 3 10816201 10940714 0.831893892136891 1 1
"ENSG00000132170" "PPARG" 3 12287368 12434356 0.00537294211190444 0.038991969632016 1
"ENSG00000132182" "NUP210" 3 13316235 13420322 1 1 1
"ENSG00000132185" "FCRLA" 1 161706972 161714352 0.00290176820355183 0.0228540274976234 1
"ENSG00000132196" "HSD17B7" 1 162790702 162812823 1 1 1
"ENSG00000132199" "ENOSF1" 18 670318 712662 0.00826879075930819 0.0563679568824159 1
"ENSG00000132205" "EMILIN2" 18 2847006 2916003 0.0939852014931655 0.431167789037236 1
"ENSG00000132207" "SLX1A" 16 30193875 30197566 1 1 1
"ENSG00000132254" "ARFIP2" 11 6474683 6481479 1 1 1
"ENSG00000132256" "TRIM5" 11 5663195 5938619 1 1 1
"ENSG00000132259" "CNGA4" 11 6234765 6244479 6.379851826273e-08 1.771358264503e-06 0.00119035275374602
"ENSG00000132274" "TRIM22" 11 5689610 5737089 0.0435332802938632 0.228094339714378 1
"ENSG00000132275" "RRP8" 11 6595072 6603616 1 1 1
"ENSG00000132286" "TIMM10B" 11 6481501 6484681 1 1 1
"ENSG00000132294" "EFR3A" 8 131904093 132013642 1 1 1
"ENSG00000132297" "HHLA1" 8 132061480 132111159 1 1 1
"ENSG00000132300" "PTCD3" 2 86106223 86142157 1 1 1
"ENSG00000132305" "IMMT" 2 86143932 86195472 1 1 1
"ENSG00000132313" "MRPL35" 2 86199355 86213790 1 1 1
"ENSG00000132321" "IQCA1" 2 236324147 236507535 2.5414758035219e-07 6.16630111080775e-06 0.00474188555421116
"ENSG00000132323" "ILKAP" 2 238170402 238203708 1 1 1
"ENSG00000132326" "PER2" 2 238244044 238290102 1 1 1
"ENSG00000132329" "RAMP1" 2 237858893 237912106 1 1 1
"ENSG00000132330" "SCLY" 2 238060924 238099413 1 1 1
"ENSG00000132334" "PTPRE" 10 127907103 128085855 0.29326562761359 1 1
"ENSG00000132341" "RAN" 12 130872037 130877678 1 1 1
"ENSG00000132356" "PRKAA1" 5 40759389 40798374 1 1 1
"ENSG00000132357" "CARD6" 5 40841308 40860175 0.684419158891887 1 1
"ENSG00000132359" "RAP1GAP2" 17 2755705 3037741 0.103107144592408 0.464904085018161 1
"ENSG00000132361" "CLUH" 17 2689386 2712663 1 1 1
"ENSG00000132376" "INPP5K" 17 1494577 1516742 1 1 1
"ENSG00000132382" "MYBBP1A" 17 4538897 4555386 1 1 1
"ENSG00000132383" "RPA1" 17 1829702 1900082 1 1 1
"ENSG00000132386" "SERPINF1" 17 1762029 1777565 0.0213654851113443 0.125373555691225 1
"ENSG00000132388" "UBE2G1" 17 4269259 4366675 1 1 1
"ENSG00000132394" "EEFSEC" 3 128153481 128408646 1 1 1
"ENSG00000132405" "TBC1D14" 4 6909242 7033118 1 1 1
"ENSG00000132406" "TMEM128" 4 4235542 4248223 1 1 1
"ENSG00000132423" "COQ3" 6 99369401 99394195 1 1 1
"ENSG00000132424" "PNISR" 6 99397629 99425331 1 1 1
"ENSG00000132429" "POPDC3" 6 105157900 105180014 0.680150758479014 1 1
"ENSG00000132432" "SEC61G" 7 54752250 54759974 1 1 1
"ENSG00000132434" "LANCL2" 7 55365337 55433737 1 1 1
"ENSG00000132436" "FIGNL1" 7 50444128 50450390 1 1 1
"ENSG00000132437" "DDC" 7 50458436 50565405 1 1 1
"ENSG00000132463" "GRSF1" 4 70815783 70839897 1 1 1
"ENSG00000132464" "ENAM" 4 70628744 70646824 0.486133991432611 1 1
"ENSG00000132465" "JCHAIN" 4 70655541 70681817 0.995406668451244 1 1
"ENSG00000132466" "ANKRD17" 4 73073376 73258798 1 1 1
"ENSG00000132467" "UTP3" 4 70688532 70690551 1 1 1
"ENSG00000132470" "ITGB4" 17 75721328 75757818 0.000440334964802562 0.00445057950882242 1
"ENSG00000132471" "WBP2" 17 75845699 75856507 1 1 1
"ENSG00000132475" "H3-3B" 17 75776434 75785893 1 1 1
"ENSG00000132478" "UNK" 17 75784806 75825799 1 1 1
"ENSG00000132481" "TRIM47" 17 75874164 75878581 5.02595987933697e-08 1.43385870686039e-06 0.000937743594286692
"ENSG00000132485" "ZRANB2" 1 71063291 71081289 1 1 1
"ENSG00000132507" "EIF5A" 17 7306999 7312463 1 1 1
"ENSG00000132510" "KDM6B" 17 7834217 7854796 1 1 1
"ENSG00000132514" "CLEC10A" 17 7074537 7080307 0.325723853992648 1 1
"ENSG00000132517" "SLC52A1" 17 5032600 5052009 0.044144343691368 0.230971723105313 1
"ENSG00000132518" "GUCY2D" 17 8002615 8020342 0.000806499470248638 0.00748640155019855 1
"ENSG00000132522" "GPS2" 17 7311324 7315564 1 1 1
"ENSG00000132530" "XAF1" 17 6755447 6775647 0.520179964487483 1 1
"ENSG00000132535" "DLG4" 17 7187187 7219836 3.10632629059174e-09 1.24106715053235e-07 5.79578359298608e-05
"ENSG00000132541" "RIDA" 8 98102344 98117171 1 1 1
"ENSG00000132549" "VPS13B" 8 99013266 99877580 1 1 1
"ENSG00000132554" "RGS22" 8 99960936 100131268 1 1 1
"ENSG00000132561" "MATN2" 8 97868840 98036724 0.00483796925774689 0.0356785890952733 1
"ENSG00000132563" "REEP2" 5 138439057 138446969 0.000420911064517365 0.00427975947780109 1
"ENSG00000132570" "PCBD2" 5 134905120 135007959 1 1 1
"ENSG00000132581" "SDF2" 17 28648346 28662189 1 1 1
"ENSG00000132589" "FLOT2" 17 28879335 28897733 1 1 1
"ENSG00000132591" "ERAL1" 17 28855010 28861061 1 1 1
"ENSG00000132600" "PRMT7" 16 68310951 68360852 1 1 1
"ENSG00000132603" "NIP7" 16 69337996 69343106 1 1 1
"ENSG00000132604" "TERF2" 16 69355567 69408571 1 1 1
"ENSG00000132612" "VPS4A" 16 69311336 69326939 1 1 1
"ENSG00000132613" "MTSS2" 16 70661204 70686053 0.516865720125798 1 1
"ENSG00000132622" "HSPA12B" 20 3732685 3753111 0.000682732260453173 0.00648926057846934 1
"ENSG00000132623" "ANKEF1" 20 9986126 10058303 0.0415128106141618 0.21920867687746 1
"ENSG00000132631" "SCP2D1" 20 18813783 18814378 1 1 1
"ENSG00000132635" "PCED1A" 20 2835314 2841190 1 1 1
"ENSG00000132639" "SNAP25" 20 10172395 10308258 0.000954324374327294 0.00867305610141191 1
"ENSG00000132640" "BTBD3" 20 11890723 11926609 0.50375667994615 1 1
"ENSG00000132646" "PCNA" 20 5114953 5126626 5.1423515732438e-07 1.15597585124799e-05 0.00959459956535828
"ENSG00000132661" "NXT1" 20 23350791 23354771 1 1 1
"ENSG00000132664" "POLR3F" 20 18466878 18484648 1 1 1
"ENSG00000132669" "RIN2" 20 19757606 20002457 0.626032620665179 1 1
"ENSG00000132670" "PTPRA" 20 2873420 3039076 1 1 1
"ENSG00000132671" "SSTR4" 20 23035312 23039237 1 1 1
"ENSG00000132676" "DAP3" 1 155687960 155739010 1 1 1
"ENSG00000132677" "RHBG" 1 156369211 156385219 0.122366867584432 0.53269272407614 1
"ENSG00000132680" "KHDC4" 1 155913045 155934413 1 1 1
"ENSG00000132681" "ATP1A4" 1 160151586 160186980 1 1 1
"ENSG00000132688" "NES" 1 156668763 156677407 1.09116612406656e-05 0.000170225564739414 0.20358977542834
"ENSG00000132692" "BCAN" 1 156641390 156659532 0.00343285418629058 0.026423347115433 1
"ENSG00000132693" "CRP" 1 159712289 159714589 1 1 1
"ENSG00000132694" "ARHGEF11" 1 156934840 157046903 1 1 1
"ENSG00000132698" "RAB25" 1 156061160 156070504 0.935625376944426 1 1
"ENSG00000132702" "HAPLN2" 1 156619331 156625725 1 1 1
"ENSG00000132703" "APCS" 1 159587826 159588865 1 1 1
"ENSG00000132704" "FCRL2" 1 157745733 157777132 0.010007153474725 0.0661869796282945 1
"ENSG00000132716" "DCAF8" 1 160215715 160262549 1 1 1
"ENSG00000132718" "SYT11" 1 155859567 155885199 0.000465006872831499 0.00466206245743692 1
"ENSG00000132740" "IGHMBP2" 11 68903863 68940602 1 1 1
"ENSG00000132744" "ACY3" 11 67642555 67650730 0.870262884926082 1 1
"ENSG00000132746" "ALDH3B2" 11 67662155 67681224 1 1 1
"ENSG00000132749" "TESMIN" 11 68707440 68751520 0.0284374555528985 0.159526772611539 1
"ENSG00000132763" "MMACHC" 1 45500300 45513382 0.122505962161969 0.533049496739275 1
"ENSG00000132768" "DPH2" 1 43970000 43973369 1 1 1
"ENSG00000132773" "TOE1" 1 45340052 45343973 1 1 1
"ENSG00000132780" "NASP" 1 45583846 45618904 1 1 1
"ENSG00000132781" "MUTYH" 1 45329163 45340893 1 1 1
"ENSG00000132792" "CTNNBL1" 20 37694030 37872129 1 1 1
"ENSG00000132793" "LPIN3" 20 41340821 41360582 0.18929110653856 0.757083272410816 1
"ENSG00000132801" "ZSWIM3" 20 45857614 45879122 1 1 1
"ENSG00000132819" "RBM38" 20 57391396 57409333 0.702543025446732 1 1
"ENSG00000132821" "VSTM2L" 20 37903111 37945350 9.97534282242511e-06 0.000157328779696372 0.186119946380808
"ENSG00000132823" "OSER1" 20 44195939 44210771 1 1 1
"ENSG00000132824" "SERINC3" 20 44496221 44522085 1 1 1
"ENSG00000132825" "PPP1R3D" 20 59936663 59940305 1 1 1
"ENSG00000132837" "DMGDH" 5 78997564 79236038 0.00125535332770915 0.0110796510824964 1
"ENSG00000132840" "BHMT2" 5 79069767 79090069 1 1 1
"ENSG00000132842" "AP3B1" 5 77991640 78294762 1 1 1
"ENSG00000132846" "ZBED3" 5 77072072 77087285 1 1 1
"ENSG00000132849" "PATJ" 1 61742477 62178675 0.011075317192957 0.0719259548159387 1
"ENSG00000132854" "KANK4" 1 62236165 62319434 1 1 1
"ENSG00000132855" "ANGPTL3" 1 62597520 62606313 1 1 1
"ENSG00000132872" "SYT4" 18 43267892 43277535 2.20073512749806e-06 4.1899302049856e-05 0.0410613160088589
"ENSG00000132874" "SLC14A2" 18 45212995 45683688 0.63892651396538 1 1
"ENSG00000132879" "FBXO44" 1 11654375 11663327 1 1 1
"ENSG00000132881" "CPLANE2" 1 16231692 16237183 1 1 1
"ENSG00000132906" "CASP9" 1 15490832 15526534 1 1 1
"ENSG00000132911" "NMUR2" 5 152391546 152433368 1 1 1
"ENSG00000132912" "DCTN4" 5 150706840 150759095 1 1 1
"ENSG00000132915" "PDE6A" 5 149857953 149944793 1 1 1
"ENSG00000132932" "ATP8A2" 13 25371974 26025851 0.30003314615358 1 1
"ENSG00000132938" "MTUS2" 13 28820339 29505947 0.797834234100307 1 1
"ENSG00000132950" "ZMYM5" 13 19823482 19863649 1 1 1
"ENSG00000132952" "USPL1" 13 30617693 30660770 1 1 1
"ENSG00000132953" "XPO4" 13 20777329 20903048 1 1 1
"ENSG00000132958" "TPTE2" 13 19422876 19561625 0.751540429427897 1 1
"ENSG00000132963" "POMP" 13 28659065 28678959 1 1 1
"ENSG00000132964" "CDK8" 13 26254104 26420982 1 1 1
"ENSG00000132965" "ALOX5AP" 13 30713478 30764426 0.259857030305975 0.977502514405018 1
"ENSG00000132970" "WASF3" 13 26557683 26688948 0.00243654205353547 0.0198173503203421 1
"ENSG00000132972" "RNF17" 13 24764169 24879921 0.244031440797693 0.929157307328636 1
"ENSG00000132975" "GPR12" 13 26755200 26760786 1 1 1
"ENSG00000133019" "CHRM3" 1 239386565 239915452 2.61907825954086e-07 6.32170273822941e-06 0.00488667621665133
"ENSG00000133020" "MYH8" 17 10390322 10421950 0.400344509968091 1 1
"ENSG00000133026" "MYH10" 17 8474207 8631376 2.67759108313881e-10 1.38773595636678e-08 4.9958494429204e-06
"ENSG00000133027" "PEMT" 17 17505563 17591708 1 1 1
"ENSG00000133028" "SCO1" 17 10672474 10698375 1 1 1
"ENSG00000133030" "MPRIP" 17 17042457 17217679 1 1 1
"ENSG00000133048" "CHI3L1" 1 203178931 203186704 0.697691045531781 1 1
"ENSG00000133055" "MYBPH" 1 203167811 203175826 1 1 1
"ENSG00000133056" "PIK3C2B" 1 204422628 204494805 0.91927150698683 1 1
"ENSG00000133059" "DSTYK" 1 205142505 205211702 1 1 1
"ENSG00000133063" "CHIT1" 1 203212827 203273641 0.171077890548094 0.700915960001392 1
"ENSG00000133065" "SLC41A1" 1 205789094 205813748 1 1 1
"ENSG00000133067" "LGR6" 1 202193799 202319781 0.575222642471744 1 1
"ENSG00000133069" "TMCC2" 1 205227946 205285632 4.89853250943113e-05 0.000638691960593753 0.91396819560966
"ENSG00000133083" "DCLK1" 13 35768652 36131382 4.86259860906835e-10 2.37503572900517e-08 9.07263648479973e-06
"ENSG00000133101" "CCNA1" 13 36431520 36442870 0.951689740138028 1 1
"ENSG00000133103" "COG6" 13 39655627 39791666 1 1 1
"ENSG00000133104" "SPART" 13 36301638 36370180 0.00122902360094139 0.0108725334816422 1
"ENSG00000133105" "RXFP2" 13 31739526 31803389 1 1 1
"ENSG00000133106" "EPSTI1" 13 42886388 42992271 0.000468901034903087 0.00469857975790644 1
"ENSG00000133107" "TRPC4" 13 37632063 37869802 0.172996628290562 0.706604879738466 1
"ENSG00000133110" "POSTN" 13 37562583 37598844 0.30726737285244 1 1
"ENSG00000133111" "RFXAP" 13 36819222 36829104 1 1 1
"ENSG00000133112" "TPT1" 13 45333471 45341284 1 1 1
"ENSG00000133114" "GPALPP1" 13 44989529 45037669 1 1 1
"ENSG00000133115" "STOML3" 13 38965925 38990859 1 1 1
"ENSG00000133116" "KL" 13 33016423 33066143 0.726608259066716 1 1
"ENSG00000133119" "RFC3" 13 33818069 33966558 1 1 1
"ENSG00000133121" "STARD13" 13 33103137 33350630 0.00208619425180882 0.0172689495786375 1
"ENSG00000133193" "VCF1" 17 73207353 73236753 1 1 1
"ENSG00000133195" "SLC39A11" 17 72645949 73092712 1 1 1
"ENSG00000133216" "EPHB2" 1 22710839 22921500 3.45338863463008e-05 0.000466908153224116 0.64433325144928
"ENSG00000133226" "SRRM1" 1 24631716 24673281 1 1 1
"ENSG00000133243" "BTBD2" 19 1985438 2034881 1 1 1
"ENSG00000133246" "PRAM1" 19 8490056 8502640 0.416094763455595 1 1
"ENSG00000133247" "KMT5C" 19 55339853 55348121 1 1 1
"ENSG00000133250" "ZNF414" 19 8509678 8514167 1 1 1
"ENSG00000133256" "PDE6B" 4 625573 670782 0.00810507161877617 0.0555563652693335 1
"ENSG00000133265" "HSPBP1" 19 55262223 55280381 1 1 1
"ENSG00000133275" "CSNK1G2" 19 1941172 1981338 1 1 1
"ENSG00000133302" "SLF1" 5 94618669 94739436 1 1 1
"ENSG00000133313" "CNDP2" 18 74495816 74523454 1 1 1
"ENSG00000133315" "MACROD1" 11 63998558 64166113 1 1 1
"ENSG00000133316" "WDR74" 11 62832342 62841809 1 1 1
"ENSG00000133317" "LGALS12" 11 63506052 63516774 0.551956207855426 1 1
"ENSG00000133318" "RTN3" 11 63681446 63759891 1 1 1
"ENSG00000133321" "PLAAT4" 11 63536808 63548808 0.0617004812761562 0.303989326551498 1
"ENSG00000133328" "PLAAT2" 11 63552770 63563379 6.54435353985519e-09 2.38952149406298e-07 0.000122104548346618
"ENSG00000133392" "MYH11" 16 15703135 15858438 3.04775495169828e-06 5.54239881956983e-05 0.0568650118887865
"ENSG00000133393" "CEP20" 16 15865719 15888625 1 1 1
"ENSG00000133398" "MED10" 5 6371874 6378571 1 1 1
"ENSG00000133401" "PDZD2" 5 31639131 32110932 1 1 1
"ENSG00000133422" "MORC2" 22 30925130 30968774 1 1 1
"ENSG00000133424" "LARGE1" 22 33162226 33922841 0.0726165349688721 0.348387582784576 1
"ENSG00000133433" "GSTT2B" 22 23957414 23961195 1.71695224172863e-06 3.36500997123663e-05 0.0320348949261727
"ENSG00000133454" "MYO18B" 22 25742144 26031045 0.00592495910201368 0.0425347775780574 1
"ENSG00000133460" "SLC2A11" 22 23856703 23886312 1 1 1
"ENSG00000133466" "C1QTNF6" 22 37180166 37199385 1 1 1
"ENSG00000133477" "FAM83F" 22 39994954 40043534 0.626762052492404 1 1
"ENSG00000133488" "SEC14L4" 22 30488902 30505711 0.110280737431389 0.490980235041503 1
"ENSG00000133561" "GIMAP6" 7 150625375 150632648 0.606452824208299 1 1
"ENSG00000133574" "GIMAP4" 7 150567369 150573953 0.249109800332814 0.945269606387969 1
"ENSG00000133597" "ADCK2" 7 140672945 140696261 1 1 1
"ENSG00000133606" "MKRN1" 7 140453033 140479536 1 1 1
"ENSG00000133612" "AGAP3" 7 151085831 151144436 1 1 1
"ENSG00000133619" "KRBA1" 7 149714781 149734575 1 1 1
"ENSG00000133627" "ACTR3B" 7 152759749 152855378 1 1 1
"ENSG00000133636" "NTS" 12 85874295 85882992 0.0373557668159866 0.200455535591797 1
"ENSG00000133639" "BTG1" 12 92140278 92145846 1 1 1
"ENSG00000133640" "LRRIQ1" 12 85036314 85264457 1.43218495562606e-09 6.2143504423421e-08 2.6721706902071e-05
"ENSG00000133641" "RLIG1" 12 88033846 88050160 1 1 1
"ENSG00000133657" "ATP13A3" 3 194402672 194498364 1 1 1
"ENSG00000133661" "SFTPD" 10 79937467 79982614 0.147306209218256 0.620047033114267 1
"ENSG00000133665" "DYDC2" 10 80344745 80368073 1 1 1
"ENSG00000133678" "TMEM254" 10 80078646 80092557 1 1 1
"ENSG00000133687" "TMTC1" 12 29500840 29784759 8.85992186299621e-06 0.000141289249675028 0.165308422119783
"ENSG00000133703" "KRAS" 12 25205246 25250936 1 1 1
"ENSG00000133704" "IPO8" 12 30628988 30695869 1 1 1
"ENSG00000133706" "LARS1" 5 146110566 146182696 1 1 1
"ENSG00000133710" "SPINK5" 5 148025683 148137382 0.00943136495412822 0.0631170757941623 1
"ENSG00000133731" "IMPA1" 8 81656914 81686331 1 1 1
"ENSG00000133739" "LRRCC1" 8 85107215 85146080 0.00282763816924238 0.0223740767437338 1
"ENSG00000133740" "E2F5" 8 85177154 85217158 1 1 1
"ENSG00000133742" "CA1" 8 85327608 85379014 0.180336341171258 0.729696961219034 1
"ENSG00000133773" "CCDC59" 12 82223681 82358805 1 1 1
"ENSG00000133789" "SWAP70" 11 9664077 9752993 0.000134498495470477 0.00156353453488359 1
"ENSG00000133794" "BMAL1" 11 13276652 13387266 1 1 1
"ENSG00000133800" "LYVE1" 11 10556966 10611689 0.00210555419748343 0.0174137545286551 1
"ENSG00000133805" "AMPD3" 11 10308313 10507579 0.00132985253306027 0.0116764181467475 1
"ENSG00000133812" "SBF2" 11 9776776 10304877 1 1 1
"ENSG00000133816" "MICAL2" 11 12094008 12359144 7.42746504893676e-09 2.6753212911788e-07 0.000138581642883062
"ENSG00000133818" "RRAS2" 11 14277922 14364506 0.292630424088583 1 1
"ENSG00000133835" "HSD17B4" 5 119452465 119637199 1 1 1
"ENSG00000133858" "ZFC3H1" 12 71609599 71667725 1 1 1
"ENSG00000133863" "TEX15" 8 30831544 30913008 1 1 1
"ENSG00000133872" "SARAF" 8 30063003 30083208 1 1 1
"ENSG00000133874" "RNF122" 8 33547754 33567128 1 1 1
"ENSG00000133878" "DUSP26" 8 33591330 33600023 0.000508225410006706 0.0050065837908686 1
"ENSG00000133884" "DPF2" 11 65333843 65354262 1 1 1
"ENSG00000133895" "MEN1" 11 64803510 64811294 1 1 1
"ENSG00000133935" "ERG28" 14 75649791 75660876 1 1 1
"ENSG00000133937" "GSC" 14 94768223 94770113 1 1 1
"ENSG00000133943" "DGLUCY" 14 91060333 91225632 1 1 1
"ENSG00000133958" "UNC79" 14 93333219 93707876 1 1 1
"ENSG00000133961" "NUMB" 14 73275107 73466167 1 1 1
"ENSG00000133962" "CATSPERB" 14 91580696 91780707 0.000108152772208608 0.00128529581138102 1
"ENSG00000133980" "VRTN" 14 74303069 74360008 1 1 1
"ENSG00000133983" "COX16" 14 70325081 70416984 1 1 1
"ENSG00000133985" "TTC9" 14 70641916 70675366 0.757447853458928 1 1
"ENSG00000133997" "MED6" 14 70581257 70600690 1 1 1
"ENSG00000134001" "EIF2S1" 14 67360328 67386516 1 1 1
"ENSG00000134007" "ADAM20" 14 70522358 70535015 1 1 1
"ENSG00000134013" "LOXL2" 8 23296897 23425328 0.176443672123427 0.718012221260392 1
"ENSG00000134014" "ELP3" 8 28089673 28191156 1 1 1
"ENSG00000134020" "PEBP4" 8 22713251 23000000 0.27630226510643 1 1
"ENSG00000134028" "ADAMDEC1" 8 24384285 24406013 0.111755721034817 0.495871163630824 1
"ENSG00000134030" "CTIF" 18 48539031 48863217 1 1 1
"ENSG00000134042" "MRO" 18 50795120 50825402 0.051200646495938 0.260726436223038 1
"ENSG00000134046" "MBD2" 18 54151606 54224669 1 1 1
"ENSG00000134049" "IER3IP1" 18 47152834 47176364 1 1 1
"ENSG00000134056" "KGD4" 5 69217760 69230158 1 1 1
"ENSG00000134057" "CCNB1" 5 69167135 69178245 4.81215969918437e-05 0.000627869060611062 0.897852756673819
"ENSG00000134058" "CDK7" 5 69234795 69277430 1 1 1
"ENSG00000134061" "CD180" 5 67179613 67196799 0.0323394809804847 0.177467657686436 1
"ENSG00000134070" "IRAK2" 3 10164919 10243745 0.000341628387196693 0.00354905481532065 1
"ENSG00000134072" "CAMK1" 3 9757347 9769992 0.122836976733015 0.534116129546631 1
"ENSG00000134077" "THUMPD3" 3 9362971 9386791 1 1 1
"ENSG00000134086" "VHL" 3 10141778 10153676 1 1 1
"ENSG00000134107" "BHLHE40" 3 4979437 4985323 0.000155695229725259 0.00178777781383192 1
"ENSG00000134108" "ARL8B" 3 5122249 5180911 1 1 1
"ENSG00000134109" "EDEM1" 3 5187646 5219958 1 1 1
"ENSG00000134115" "CNTN6" 3 1092658 1404217 1 1 1
"ENSG00000134121" "CHL1" 3 196763 409417 0.000804704196712415 0.00748463155646073 1
"ENSG00000134138" "MEIS2" 15 36889204 37101299 0.684539703260225 1 1
"ENSG00000134146" "DPH6" 15 35217345 35546193 1 1 1
"ENSG00000134152" "KATNBL1" 15 34140674 34210096 1 1 1
"ENSG00000134153" "EMC7" 15 34084017 34101862 1 1 1
"ENSG00000134160" "TRPM1" 15 31001065 31161160 0.000632303297720405 0.00609690693998311 1
"ENSG00000134183" "GNAT2" 1 109603091 109619929 0.015238369486217 0.0944576404896466 1
"ENSG00000134184" "GSTM1" 1 109687814 109709039 0.558122898503024 1 1
